gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3107245352	4300f8d5-1ae5-49e5-a101-63894b005868	urn:catalog:JBRJ:RB:1438625	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia DC.	DC.	BR		Minas Gerais	PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a	-20.287778	-43.508056							2003-11-01T00:00:00	1	11	2003	3129176	3129176	PRESERVED_SPECIMEN	JBRJ	RB	RB01438625	85	G. Heiden		CC_BY_4_0	Rio de Janeiro Botanical Garden	G.W.A Fernandes			2021-05-06T14:37:54.741Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_NONE
3107240357	4300f8d5-1ae5-49e5-a101-63894b005868	urn:catalog:JBRJ:RB:1438619	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia DC.	DC.	BR	Rio Pelotas	Santa Catarina	PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a	-28.196944	-50.748055							2002-04-17T00:00:00	17	4	2002	3129176	3129176	PRESERVED_SPECIMEN	JBRJ	RB	RB01438619	35	G. Heiden		CC_BY_4_0	Rio de Janeiro Botanical Garden	G.W.A Fernandes			2021-05-06T14:37:55.788Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE
3097065160	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74503346	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		UY		Paysandú	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.972695	-56.821322							2021-04-18T12:50:21	18	4	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	74503346		marcelopereiramachin	2021-04-19T11:28:05	CC_BY_NC_4_0	marcelopereiramachin	marcelopereiramachin			2021-05-02T20:42:32.906Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3084919321	bb080d40-c63b-4529-bf21-d1782a81e024	BRA:UNESC:CRI:15479	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Oikos	Santa Catarina	PRESENT		2ccb1a0b-1194-4acf-9921-b5daad99cbb8	-28.713889	-49.411111			46.0	0.0			2017-01-01T00:00:00			2017	3129176	3129176	PRESERVED_SPECIMEN	UNESC	CRI	15479		Suelane F.	2017-02-01T00:00:00	CC_BY_NC_4_0	CRI - Herbário Pe. Dr. Raulino Reitz	Suelane F.; Renato C.			2021-04-24T13:50:48.749Z		GEODETIC_DATUM_ASSUMED_WGS84
3070482888	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/39214597	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.008583	-60.624937	290.0						2020-02-22T17:39:00	22	2	2020	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	39214597		Cesar Massi	2020-02-25T22:30:21	CC_BY_4_0	Leonel Roget	Leonel Roget			2021-05-02T20:14:47.113Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3058949106	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70312366	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		BR		Rio Grande do Sul	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-28.693072	-53.685527	61.0						2021-02-27T18:24:00	27	2	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	70312366		Fernando Sessegolo	2021-02-28T11:19:26	CC0_1_0	Fernando Sessegolo	Fernando Sessegolo			2021-05-02T20:35:27.107Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3058685692	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69994821	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Ciudad de Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.55499	-58.442549	194.0						2021-02-22T14:32:00	22	2	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	69994821		Cesar Massi	2021-02-23T01:40:42	CC_BY_NC_4_0	María Belén Dri	María Belén Dri			2021-05-02T20:35:52.055Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3048831327	4300f8d5-1ae5-49e5-a101-63894b005868	urn:catalog:JBRJ:RB:1435832	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia DC.	DC.	BR	Trilha de acesso à mata do Instituto Zoobotânico de Morro Azul (IZMA), parte alta	Rio de Janeiro	PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a									1998-01-27T00:00:00	27	1	1998	3129176	3129176	PRESERVED_SPECIMEN	JBRJ	RB	RB01435832	106	G.Heiden	2007-09-20T00:00:00	CC_BY_4_0	Rio de Janeiro Botanical Garden	L.J.S Pinto; M.C.F dos Santos, K.A Lúcio, M.G dos Santos, F. da C. Pinheiro, M.J Martins e H.F Santos			2021-05-06T14:37:54.350Z		INSTITUTION_MATCH_NONE
3046901318	2deca60c-f147-417f-9af4-b52067589e99	BRA:UFSM:SMDB:19788	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	trilha que vai da portaria do Lageado (FCA) até o	São Paulo	PRESENT		c81b8388-574e-442d-a99d-d74b13fa59ce	-22.855278	-48.432778							2008-05-17T00:00:00	17	5	2008	3129176	3129176	PRESERVED_SPECIMEN	UFSM	SMDB	19788	59	Rampin, VT		CC_BY_NC_4_0	SMDB - Santa Maria Departamento de Biologia	Santos, LB dos			2021-05-08T12:15:59.678Z		GEODETIC_DATUM_ASSUMED_WGS84
3046045562	966426ce-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia DC.		BR			PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862													3129176	3129176	PRESERVED_SPECIMEN	SMF	FR	FR-0007132				CC_BY_4_0					2021-05-07T05:16:07.965Z		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
3044914803	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69953230	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.594995	-61.169144							2021-02-20T10:40:00	20	2	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	69953230		Leonardo Adrián LEIVA	2021-02-21T22:58:40	CC_BY_NC_4_0	Leonardo Adrián LEIVA	Leonardo Adrián LEIVA			2021-05-02T20:34:34.220Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3044864341	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69692386	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.319529	-61.290482	15.0						2021-02-07T19:56:00	7	2	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	69692386		Cesar Massi	2021-02-19T11:41:29	CC_BY_NC_4_0	Andrés Pautasso	Andrés Pautasso			2021-05-02T20:35:14.402Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3044661698	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69866564	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.655749	-60.756932	2.0						2021-02-20T08:26:00	20	2	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	69866564		Eduardo Luis Beltrocco	2021-02-20T16:33:48	CC_BY_NC_4_0	Eduardo Luis Beltrocco	Eduardo Luis Beltrocco			2021-05-02T20:16:34.364Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3039465368	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69018532	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-37.374722	-59.115547							2021-01-28T10:52:00	28	1	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	69018532		Santiago	2021-02-03T20:41:56	CC_BY_NC_4_0	Guillermo Debandi	Guillermo Debandi			2021-05-02T20:16:29.871Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3039249162	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68940519	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.388276	-59.145166	28846.0						2021-01-31T18:52:00	31	1	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	68940519		Cesar Massi	2021-02-02T02:30:21	CC_BY_NC_4_0	Sharon Kenny Christin	Sharon Kenny Christin			2021-05-02T20:35:42.402Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3032387332	09010edb-5e55-4dc0-8a97-a26a3bb89e85	BRA:UFU:HUFU:79705	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Serra do Lenheiro, Trilha alternativa de acesso às torres de transmissão.	Minas Gerais	PRESENT		9610290b-e0ea-439b-b726-ba11bcecfb86	-21.270278	-44.500556			1080.0	0.0			2017-04-06T00:00:00	6	4	2017	3129176	3129176	PRESERVED_SPECIMEN	UFU	HUFU	79705	856	Sobral, M.	2019-01-01T00:00:00	CC_BY_NC_4_0	HUFU - Herbarium Uberlandense	Costa, M.T.R.			2021-05-08T12:24:13.566Z		GEODETIC_DATUM_ASSUMED_WGS84
3032387326	09010edb-5e55-4dc0-8a97-a26a3bb89e85	BRA:UFU:HUFU:79704	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Serra do Lenheiro, Trilha alternativa de acesso às torres de transmissão.	Minas Gerais	PRESENT		9610290b-e0ea-439b-b726-ba11bcecfb86	-21.270278	-44.500556			1080.0	0.0			2017-04-06T00:00:00	6	4	2017	3129176	3129176	PRESERVED_SPECIMEN	UFU	HUFU	79704	848	Sobral, M.	2019-01-01T00:00:00	CC_BY_NC_4_0	HUFU - Herbarium Uberlandense	Costa, M.T.R.			2021-05-08T12:24:13.566Z		GEODETIC_DATUM_ASSUMED_WGS84
3032387315	09010edb-5e55-4dc0-8a97-a26a3bb89e85	BRA:UFU:HUFU:79716	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Serra do Lenheiro, Estrada para Trindade, Bairro Tijuco.	Minas Gerais	PRESENT		9610290b-e0ea-439b-b726-ba11bcecfb86	-21.236111	-44.485278			992.0	0.0			2017-04-26T00:00:00	26	4	2017	3129176	3129176	PRESERVED_SPECIMEN	UFU	HUFU	79716	912	Sobral, M.	2019-01-01T00:00:00	CC_BY_NC_4_0	HUFU - Herbarium Uberlandense	Costa, M.T.R.; Alves, L.L. & Pereira, C.C.			2021-05-08T12:24:13.556Z		GEODETIC_DATUM_ASSUMED_WGS84
3032387306	09010edb-5e55-4dc0-8a97-a26a3bb89e85	BRA:UFU:HUFU:79750	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Serra do Lenheiro, Segunda trilha a direita da estrada Caburu.	Minas Gerais	PRESENT		9610290b-e0ea-439b-b726-ba11bcecfb86	-21.233611	-44.491111			1112.0	0.0			2018-02-28T00:00:00	28	2	2018	3129176	3129176	PRESERVED_SPECIMEN	UFU	HUFU	79750	1386	Nakajima, J.N.	2020-11-01T00:00:00	CC_BY_NC_4_0	HUFU - Herbarium Uberlandense	Costa, M.T.R.			2021-05-08T12:24:13.543Z		GEODETIC_DATUM_ASSUMED_WGS84
3032360342	fce21d43-c0c7-4d1f-b6d2-fc048f053456	BRA:JBB:HEPH:37342	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Estação Ecológica do Panga	Minas Gerais	PRESENT		22524448-c309-474f-8f07-d576a021868c	-19.182	-48.392917			800.0	0.0			1989-04-27T00:00:00	27	4	1989	3129176	3129176	PRESERVED_SPECIMEN	Jardim Botânico de Brasília	HEPH	37342	311	Rodrigues, TS	1992-02-10T00:00:00	CC_BY_NC_4_0	HEPH - Herbário Ezechias Paulo Heringer	Barbosa, AAA			2021-05-08T12:18:00.666Z		GEODETIC_DATUM_ASSUMED_WGS84
3032360322	fce21d43-c0c7-4d1f-b6d2-fc048f053456	BRA:JBB:HEPH:37340	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Estação Ecológica do Panga	Minas Gerais	PRESENT		22524448-c309-474f-8f07-d576a021868c	-19.182	-48.392917			800.0	0.0			1986-12-19T00:00:00	19	12	1986	3129176	3129176	PRESERVED_SPECIMEN	Jardim Botânico de Brasília	HEPH	37340	1181986			CC_BY_NC_4_0	HEPH - Herbário Ezechias Paulo Heringer	Araújo, GM			2021-05-08T12:18:00.658Z		GEODETIC_DATUM_ASSUMED_WGS84
3031912745	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68070679	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		BR		Distrito Federal	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-15.821434	-47.813327	319.0						2021-01-02T18:13:00	2	1	2021	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	68070679		Leonardo Bergamini	2021-01-16T13:34:01	CC_BY_NC_4_0	Liu Idárraga Orozco	Liu Idárraga Orozco			2021-05-02T20:16:32.705Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3018029623	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67330329	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.634993	-60.674221							2020-12-29T10:22:00	29	12	2020	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	67330329		Leonardo Adrián LEIVA	2020-12-31T00:56:42	CC_BY_NC_4_0	Leonardo Adrián LEIVA	Leonardo Adrián LEIVA			2021-05-02T20:16:56.265Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3014097178	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67306070	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.658291	-58.755057							2020-12-27T19:33:00	27	12	2020	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	67306070		Diego	2020-12-30T16:14:02	CC_BY_NC_4_0	Diego	Diego			2021-05-02T20:16:42.272Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3013916131	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67306033	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.658042	-58.754697							2020-12-27T19:31:00	27	12	2020	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	67306033		Diego	2020-12-30T16:12:54	CC_BY_NC_4_0	Diego	Diego			2021-05-02T20:35:17.578Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3013869196	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67306032	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.658127	-58.754864							2020-12-27T19:32:00	27	12	2020	3129176	3129176	HUMAN_OBSERVATION	iNaturalist	Observations	67306032		Diego	2020-12-30T16:12:54	CC_BY_NC_4_0	Diego	Diego			2021-05-02T20:16:24.920Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3013440531	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:425109	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Gamboa	Santa Catarina	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1	-27.951389	-48.626667			7.0	0.0			2019-07-06T00:00:00	6	7	2019	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	425109	3680	Barboza, E.	2019-11-06T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Brotto, M.L.; Barboza, E.; Barboza, E.			2021-04-08T12:46:29.137Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013440505	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:343272	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR		Minas Gerais	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1									1996-05-22T00:00:00	22	5	1996	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	343272	3422	Nakajima, J.N.		CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Romero, R.; Nakajima, J.N.; Nakajima, J.N.			2021-04-08T12:46:27.977Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013440387	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:318919	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Margem do Rio Toropi.	Rio Grande do Sul	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1					113.0	0.0			2006-04-01T00:00:00	1	4	2006	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	318919	3655	Robinson, H.	2006-06-01T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Wasum, R.			2021-04-08T12:46:27.890Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013440316	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:269851	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR		Paraná	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1									2002-03-02T00:00:00	2	3	2002	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	269851	2017	Ribas, O.S.	2005-02-01T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Cordeiro, J.; Poliquesi, C.B.; Ribas, O.S.; Poliquesi, C.B.; Ribas, O.S.			2021-04-08T12:46:27.790Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013439537	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:380818	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Parque Estadual do Cerrado	Paraná	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1									2012-03-30T00:00:00	30	3	2012	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	380818	8594	Ribas, O.S.	2012-03-30T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Ribas, O.S.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.			2021-04-08T12:46:28.205Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013439519	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:340894	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR		Rio Grande do Sul	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1					700.0	0.0			2008-03-05T00:00:00	5	3	2008	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	340894	4425	Sobral, M.	2008-05-09T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Wasum, R.			2021-04-08T12:46:28.122Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013439385	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:308674	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Usina de Xisto.	Paraná	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1	-25.858611	-50.412278			770.0	0.0			2005-04-19T00:00:00	19	4	2005	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	308674	2698	Robinson, H.	2005-06-01T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Wasum, R.; Barbieri, R.L.; Barbieri, R.L.			2021-04-08T12:46:28.061Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013438391	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:315963	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR	Parque Municipal das Araucárias	Paraná	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1									2005-03-18T00:00:00	18	3	2005	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	315963	222	Cordeiro, J.	2006-01-01T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Cordeiro, J.			2021-04-08T12:46:28.079Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
3013438387	3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	BRA:MBM:MBM:308673	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		SPECIES	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	BR		Rio Grande do Sul	PRESENT		ab5c0b99-5af3-4958-b03c-0b7e85481cc1					900.0	0.0			2005-03-11T00:00:00	11	3	2005	3129176	3129176	PRESERVED_SPECIMEN	MBM	MBM	308673	2579	Robinson, H.	2005-05-01T00:00:00	CC_BY_NC_4_0	MBM - Herbário do Museu Botânico Municipal	Wasum, R.			2021-04-08T12:46:28.070Z		COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
