"Model","Mean_AUC_ratio","pval_pROC","Omission_rate_at_5%","AICc","delta_AICc","W_AICc","num_parameters"
"M_6_F_t_Set_10",1.38123420863888,0,0.0344827586206897,6128.68871615087,0,1,15
"M_6_F_t_Set_6",1.38919706865322,0,0.0344827586206897,6128.68874842763,3.22767573379679e-05,0.250248827125775,15
"M_6_F_t_Set_4",1.38355817314938,0,0.0344827586206897,6128.68937782387,0.000661672998830909,0.333670817374649,15
"M_6_F_t_Set_2",1.38786179119175,0,0.0344827586206897,6128.69611952482,0.00740337394745438,0.499074579313282,15
