"Model","Mean_AUC_ratio","pval_pROC","Omission_rate_at_5%","AICc","delta_AICc","W_AICc","num_parameters"
"M_1_F_l_Set_5",1.22625408599489,0,0.0517241379310345,6284.61713325395,231.058808643696,2.70904856388463e-54,7
"M_1_F_l_Set_6",1.22019373401245,0,0.0517241379310345,6281.20639314705,227.648068536793,1.49150657761207e-53,7
"M_1_F_l_Set_7",1.22387050027626,0,0.0517241379310345,6298.00979890893,244.451474298681,3.34955892950214e-57,8
"M_1_F_l_Set_8",1.22706272056406,0,0.0517241379310345,6276.51494907503,222.956624464774,1.55851389877966e-52,7
"M_1_F_l_Set_9",1.22473921829921,0,0.0517241379310345,6286.17663594544,232.618311335184,1.24416455525517e-54,8
"M_1_F_q_Set_1",1.38533226022304,0,0.0517241379310345,6158.05918793825,104.500863327995,8.2300796864028e-27,6
"M_1_F_q_Set_10",1.3944869678459,0,0.0517241379310345,6148.82093827291,95.2626136626532,8.34911418329628e-25,7
"M_1_F_q_Set_2",1.38716967369293,0,0.0517241379310345,6153.13618720242,99.5778625921703,9.65543861324828e-26,6
"M_1_F_q_Set_3",1.31228489147039,0,0.0517241379310345,6194.90065313179,141.342328521539,8.23966467122845e-35,7
"M_1_F_q_Set_4",1.39626509014636,0,0.0517241379310345,6150.18859357108,96.6302689608283,4.2187720185705e-25,7
"M_1_F_q_Set_5",1.39076471507294,0,0.0517241379310345,6151.16636307467,97.6080384644147,2.58846517672232e-25,7
"M_1_F_q_Set_6",1.39682664783191,0,0.0517241379310345,6148.84124504586,95.2829204356121,8.28154913466262e-25,7
"M_1_F_q_Set_7",1.3724275197718,0,0.0517241379310345,6156.61110122744,103.052776617184,1.70249213161151e-26,7
"M_1_F_q_Set_8",1.36896760995283,0,0.0517241379310345,6169.84022704483,116.281902434578,2.28345983286378e-29,7
"M_1_F_q_Set_9",1.38855168725778,0,0.0517241379310345,6148.83716460287,95.2788399926139,8.30858263641878e-25,7
"M_1_F_p_Set_1",1.38589759880794,0,0.0517241379310345,6113.43808642817,59.8797618179224,4.04124964633991e-17,17
"M_1_F_p_Set_10",1.3726103749976,0,0.0517241379310345,6112.9380945573,59.379769947047,5.1911572510063e-17,17
"M_1_F_p_Set_2",1.38364823642379,0,0.0517241379310345,6113.00153148209,59.4432068718361,5.03113248013341e-17,16
"M_1_F_p_Set_3",1.3726699690691,0,0.0517241379310345,6114.35779737623,60.7994727659816,2.55466024788977e-17,14
"M_1_F_p_Set_4",1.37132434235317,0,0.0517241379310345,6111.30932830002,57.7510036897702,1.17348262832607e-16,15
"M_1_F_p_Set_5",1.39263961858729,0,0.0517241379310345,6118.46420565641,64.9058810461602,3.28089041967687e-18,17
"M_1_F_p_Set_6",1.37453865351147,0,0.0517241379310345,6107.62140679091,54.0630821806626,7.42425009335785e-16,14
"M_1_F_p_Set_7",1.38522172750062,0,0.0517241379310345,6116.71553825362,63.1572136433706,7.871619976294e-18,17
"M_1_F_p_Set_8",1.3731218432636,0,0.0517241379310345,6110.62598065255,57.0676560423017,1.65413863417594e-16,16
"M_1_F_p_Set_9",1.3731567087899,0,0.0517241379310345,6106.39119194395,52.8328673336928,1.3750605289783e-15,14
"M_1_F_t_Set_1",1.4370333043607,0,0.0517241379310345,6074.28176882146,20.7234442112094,1.29113528147001e-08,48
"M_1_F_t_Set_10",1.42426258524643,0,0.0517241379310345,6083.46176271525,29.9034381050005,1.311410854824e-10,54
"M_1_F_t_Set_2",1.39847876881626,0,0.0517241379310345,6086.96986529084,33.411540680584,2.27060412573729e-11,52
"M_1_F_t_Set_3",1.41305484812585,0,0.0517241379310345,6092.11145673866,38.5531321284079,1.73714688536419e-12,51
"M_1_F_t_Set_4",1.41677007447287,0,0.0517241379310345,6077.40384773953,23.8455231292792,2.71475627042097e-09,51
"M_1_F_t_Set_5",1.38852014325821,0,0.0517241379310345,6081.06974286454,27.5114182542829,4.34379673258997e-10,52
"M_1_F_t_Set_6",1.41866083659639,0,0.0517241379310345,6069.14826483462,15.5899402243704,1.68563374790122e-07,50
"M_1_F_t_Set_7",1.40055547898821,0,0.0517241379310345,6086.53137962304,32.9730550127879,2.83299370315779e-11,53
"M_1_F_t_Set_8",1.41904928383666,0,0.0517241379310345,6080.03296993059,26.4746453203343,7.30357047091596e-10,51
"M_1_F_t_Set_9",1.38637155562215,0,0.0517241379310345,6094.90694837089,41.3486237606385,4.30397555979474e-13,54
"M_1_F_h_Set_1",1.44532675826727,0,0.0517241379310345,6167.70932762123,114.151003010977,6.68670299230437e-29,58
"M_1_F_h_Set_10",1.43987979454796,0,0.0517241379310345,6179.64008141599,126.081756805735,1.71656345760573e-31,62
"M_1_F_h_Set_2",1.44690411858171,0,0.0517241379310345,6136.74101576971,83.1826911594562,3.55019149490605e-22,50
"M_1_F_h_Set_3",1.44578783730489,0,0.0517241379310345,6147.79636908741,94.2380444771616,1.41185648646334e-24,51
"M_1_F_h_Set_4",1.43935162289391,0,0.0517241379310345,6163.0217905363,109.463465926051,6.97927983186341e-28,57
"M_1_F_h_Set_5",1.44176059192238,0,0.0517241379310345,6181.14970997794,127.591385367685,8.08279030633259e-32,61
"M_1_F_h_Set_6",1.45075510620678,0,0.0517241379310345,6179.64012747051,126.081802860255,1.72005151090345e-31,62
"M_1_F_h_Set_7",1.458384520415,0,0.0517241379310345,6213.96709487616,160.408770265913,6.04941987265823e-39,69
"M_1_F_h_Set_8",1.46001383227522,0,0.0517241379310345,6171.70930884706,118.150984236812,9.07933383953555e-30,59
"M_1_F_h_Set_9",1.45724352059409,0,0.0517241379310345,6144.79736994895,91.2390453386961,6.3399517152979e-24,53
"M_1_F_lq_Set_1",1.40289079434408,0,0.0517241379310345,6080.88463563245,27.3263110221997,4.79444815897285e-10,10
"M_1_F_lq_Set_10",1.40316822898692,0,0.0517241379310345,6090.10964263193,36.551318021674,4.76137778621721e-12,13
"M_1_F_lq_Set_2",1.39934052444522,0,0.0517241379310345,6085.8188788621,32.2605542518504,4.07041847998298e-11,10
"M_1_F_lq_Set_3",1.41178073754598,0,0.0517241379310345,6086.22960321606,32.6712786058079,3.31612108915955e-11,12
"M_1_F_lq_Set_4",1.39486665773196,0,0.0517241379310345,6082.90620425494,29.3478796446852,1.74773807965423e-10,10
"M_1_F_lq_Set_5",1.40901495056977,0,0.0517241379310345,6089.38373632573,35.8254117154802,6.85610181706797e-12,13
"M_1_F_lq_Set_6",1.40559583269696,0,0.0517241379310345,6086.07244980426,32.5141251940086,3.59164324176408e-11,11
"M_1_F_lq_Set_7",1.36554718020666,0,0.0517241379310345,6091.46556506526,37.9072404550043,2.42310574656455e-12,12
"M_1_F_lq_Set_8",1.39135887905134,0,0.0517241379310345,6077.20678894172,23.648464331467,3.02555888523139e-09,9
"M_1_F_lq_Set_9",1.40307066889977,0,0.0517241379310345,6086.62011132577,33.061786715517,2.73468966330937e-11,10
"M_1_F_lp_Set_1",1.40874513879866,0,0.0517241379310345,6097.61464609183,44.0563214815747,1.12112659880933e-13,18
"M_1_F_lp_Set_10",1.39064669039439,0,0.0517241379310345,6091.31376218068,37.7554375704267,2.61850727427161e-12,18
"M_1_F_lp_Set_2",1.39677486181765,0,0.0517241379310345,6101.34655066331,47.7882260530614,1.73636527700353e-14,21
"M_1_F_lp_Set_3",1.39526715171138,0,0.0517241379310345,6104.45637862275,50.898054012494,3.66885249411142e-15,19
"M_1_F_lp_Set_4",1.38845566646161,0,0.0517241379310345,6094.65422668164,41.0959020713854,4.9342402912309e-13,18
"M_1_F_lp_Set_5",1.39663029546981,0,0.0517241379310345,6089.73118498417,36.1728603739139,5.78662162829206e-12,18
"M_1_F_lp_Set_6",1.39943222160814,0,0.0517241379310345,6095.98065615292,42.422331542668,2.54419038938037e-13,19
"M_1_F_lp_Set_7",1.39855370836315,0,0.0517241379310345,6094.5666416259,41.008317015644,5.16153621761152e-13,18
"M_1_F_lp_Set_8",1.39575172832239,0,0.0517241379310345,6090.82392455267,37.2655999424178,3.3549013773647e-12,17
"M_1_F_lp_Set_9",1.38148837387615,0,0.0517241379310345,6083.93601208544,30.3776874751857,1.05087512845269e-10,14
"M_1_F_lt_Set_1",1.41702480692208,0,0.0517241379310345,6088.65765955416,35.0993349439059,9.91833185531e-12,52
"M_1_F_lt_Set_10",1.39846868930199,0,0.0517241379310345,6077.75004169205,24.1917170817933,2.318345054526e-09,53
"M_1_F_lt_Set_2",1.4020518666718,0,0.0517241379310345,6073.99621286512,20.4378882548644,1.51527700789103e-08,49
"M_1_F_lt_Set_3",1.42193518277704,0,0.0517241379310345,6103.07861813084,49.5202935205889,7.33682967027563e-15,55
"M_1_F_lt_Set_4",1.4048708793758,0,0.0517241379310345,6079.04254907498,25.4842244647289,1.21634019037293e-09,52
"M_1_F_lt_Set_5",1.39198029870096,0,0.0517241379310345,6104.76649202844,51.2081674181918,3.15756598712199e-15,58
"M_1_F_lt_Set_6",1.41318583766624,0,0.0517241379310345,6086.82003013827,33.2617055280152,2.49205608269594e-11,55
"M_1_F_lt_Set_7",1.4062189112038,0,0.0517241379310345,6081.53643578818,27.9781111779275,3.49990708067625e-10,52
"M_1_F_lt_Set_8",1.42603233084514,0,0.0517241379310345,6095.9574572918,42.3991326815494,2.58673730181085e-13,55
"M_1_F_lt_Set_9",1.3773305619174,0,0.0517241379310345,6100.36231294859,46.8039883383399,2.86042780621926e-14,56
"M_1_F_lh_Set_1",1.45170438634958,0,0.0517241379310345,6168.27334028119,114.715015670934,5.1276664751155e-29,58
"M_1_F_lh_Set_10",1.45571981119018,0,0.0517241379310345,6169.75329927579,116.194974665535,2.44755142564072e-29,60
"M_1_F_lh_Set_2",1.455942364954,0,0.0517241379310345,6136.49843073541,82.9401061251574,4.07489030080078e-22,50
"M_1_F_lh_Set_3",1.44586989731413,0,0.0517241379310345,6184.69214505791,131.133820447658,1.39689912500598e-32,61
"M_1_F_lh_Set_4",1.45131256254711,0,0.0517241379310345,6188.16900646409,134.610681853836,2.45671897046197e-33,63
"M_1_F_lh_Set_5",1.44572455928111,0,0.0517241379310345,6172.71101196977,119.15268735952,5.58724487509912e-30,59
"M_1_F_lh_Set_6",1.45542696002798,0,0.0517241379310345,6157.6338013247,104.07547671445,1.05039790226655e-26,57
"M_1_F_lh_Set_7",1.43482981936967,0,0.0517241379310345,6218.77891746126,165.220592851004,5.54679482871364e-40,70
"M_1_F_lh_Set_8",1.45934107560998,0,0.0517241379310345,6175.13019092091,121.571866310659,1.66887665703772e-30,60
"M_1_F_lh_Set_9",1.45441830331067,0,0.0517241379310345,6145.29767918126,91.7393545710092,5.01941991989808e-24,53
